id,surname,forename,birthYear,deathYear,note,pageRefs,fullName
"ansorge_p_305","Henkell","Karl","1864","1929","Dt. Lyriker, umtriebiger Herausgeber und überzeugter Sozialdemokrat, der das Epitheton „Arbeiterdichter“ mit Stolz trug.","465","Karl Henkell"
"ansorge_p_306","Henrion","Richard","1854","1940","Dt. Militärkapellmeister und Komponist.","114; 137","Richard Henrion"
"ansorge_p_307","Henschel","Sir George Isidor","1850","1934","Dt.-brit. Sänger, Gesangslehrer, Komponist und Dirigent.","112","Sir George Isidor Henschel"
"ansorge_p_308","Herbeck","Johann von","1831","1877","Österr. Komponist und Dirigent. Begründer des Wiener Singvereins, von 1870–1875 Hofoperndirektor. Er brachte 1865 Schuberts „Unvollendete“ erstmals zur Aufführung, war Ehrenmitglied des Männergesangsvereins Klagenfurt, für den er auch Kärntner Volkslieder arrangierte.","98","Johann von Herbeck"
"ansorge_p_309","Herbert","Victor August","1859","1924","Irisch-dt.-amerik. Komponist, Cellist und Dirigent.","","Victor August Herbert"
"ansorge_p_310","Herbert-Förster","Therese","1861","1927","Österr. Opernsängerin (Sopran), heiratete 1886 →Victor Herbert und wanderte mit ihm nach New York aus. Sie wurde unmittelbar an die Metropolitan Opera engagiert.","; ","Therese Herbert-Förster"
"ansorge_p_311","Herman","Reinhold Ludwig","1849","1919","Dt. Pianist und Komponist, ab 1884 Dirigent des „Deutschen Liederkranzes“ in New York.","79; 81; 100","Reinhold Ludwig Herman"
"ansorge_p_312","Hermann","Hans","1870","1931","Dt. Komponist und Kontrabassist.","103; 112; 122; 171","Hans Hermann"
"ansorge_p_313","Herrmann","Paul","1885","1972","Bogenbauer.","","Paul Herrmann"
"ansorge_p_314","Hertzer-Deppe","Marie","1868","","Dt. Sängerin (Mezzo), war von 1892–1897 an der Berliner Hofoper engagiert. Nach ihrer Heirat mit dem Schauspieler Ludwig Hertzer (1854–1928) trat sie nur noch in Gastspielen auf.","143","Marie Hertzer-Deppe"
"ansorge_p_315","Herz","Alice","1903","2014","Prager Pianistin und Schülerin von Conrad Ansorge, ab 1920 an der Prager Deutschen Akademie für Musik. Von ihr als älteste Theresienstadt-Überlebende gibt es zahlreiche Film-und Tondokumente, sie selbst gab in ihrer Autobiographie Einblicke in den Alltag des Prager Musiklebens (Alice Herz-Sommer. „Ein Garten Eden inmitten der Hölle“. Ein Jahrhundertleben, hg. v. Melissa Müller und Reinhard Piechocki. München: Droemer 2006).","19; 683","Alice Herz"
"ansorge_p_316","Herzfeld","Victor v.","1856","1920","Österr. Komponist und Geiger, wurde nach 1886 in Budapest Professor an der Landesakademie für Musik.","72","Victor v. Herzfeld"
"ansorge_p_317","Herzog","Emilie","1859","1923","Schweiz. Sängerin (Koloratur-Sopran), war von 1889–1910 an der Hofoper Berlin engagiert und unterrichtete von 1903–1910 an der dortigen Hochschule, bevor sie in die Schweiz zurückkehrte und am Züricher Konservatorium als Gesangspädagogin wirkte.","138","Emilie Herzog"
"ansorge_p_318","Hess","Leo","1879","1963","Österr. Internist, studierte in Heidelberg und Wien, promovierte 1903 in Medizin und war eifriges Mitglied im Ansorge-Verein, 1905 folgte die Promotion zum Dr. rer. nat., er habilitierte sich 1918 und wurde 1929 ord. Professor in Wien. 1938 emigrierte er in die USA, wo er seine Tätigkeit wieder aufnehmen konnte.","477; 480; 492","Leo Hess"
"ansorge_p_319","Heß","Willy","1859","1939","Dt. Geiger, Schüler Joachims, befreundet mit Max Bruch, war von 1904–1910 Konzertmeister des Boston Philharmonic Orchestra und Violinlehrer in Harvard, ab 1910 Professor an der Berliner Hochschule.","72; 169","Willy Heß"
"ansorge_p_320","Hess","Ludwig","","1944","Dt. Konzertsänger (Tenor, später Bariton), Gesangslehrer und Komponist.","112; ; 640","Ludwig Hess"
"ansorge_p_321","Hessel","Franz","1880","1941","Dt. Schriftsteller, Übersetzer, Lektor und Flaneur, verh. mit Helen Grund, Vater von Ulrich (*1914) und Stéphane Hessel (1917–2013) („Indignez-Vous“, 2010). Das Ehepaar Hessel bildete die Vorlage für den Roman „Jules et Jim“ von Henri-Pierre Roché (1953).","638","Franz Hessel"
"ansorge_p_322","Heuberger","Richard","1850","1914","Österr. Komponist und Dirigent. 1902–1909 neben →Eduard Kremser Chormeister des Wiener Männergesangsvereins.","396; 420; 536","Richard Heuberger"
"ansorge_p_323","Heubner","Konrad","1860","1905","Dt. Komponist, Organist und Dirigent, wirkte 1890–1905 als Musikdirektor am Musik-Institut Koblenz.","133","Konrad Heubner"
"ansorge_p_324","Hey","Otti","1878","","Dt. Sängerin (Dram. Sopran), studierte zuerst Klavier bei Karl Klindworth, war von 1910– 1917 mit dem Riemann-Schüler Herman Roth (1882–1938) verh., übersiedelte ab 1921 nach Wien und wirkte als Gesangspädagogin.","131","Otti Hey"
"ansorge_p_325","Heydt","August von der","1851","1929",", bzw. sein Sohn Eduard (1882–1964). Dt. Bankiers, Politiker und Kunstmäzene. Die Werke der Kunstsammlung, die den II. Weltkrieg überstanden haben, befinden sich heute im „Von der Heydt“-Museum in Wuppertal.","57; 349","August von der Heydt"
"ansorge_p_326","Heymel","Alfred Walter","1878","1914","Vermögender dt. Schriftsteller, Mäzen und Verleger, ab 1899 Hg. der Literatur-und Kunstzeitschrift Die Insel, aus der später der Insel-Verlag hervorging.","53; ; 349","Alfred Walter Heymel"
"ansorge_p_327","Hildach","Eugen","1849","1924","Dt. Sänger (Bariton) und Komponist. Seine Frau Anna H. (geb. Schubert) (1852– ?) war ebenfalls Sängerin (Mezzo-Sopran), gemeinsam unterrichteten sie 1880–1886 in Weimar und gründeten nach vielen Konzerttournéen durch Deutschland 1904 ihre eigene Gesangsschule in Frankfurt.","77","Eugen Hildach"
"ansorge_p_328","Hille","Eduard","1822","1891","Dt. Komponist und Chorleiter.","99","Eduard Hille"
"ansorge_p_329","Hille","Peter","1854","1904","Dt. Schriftsteller, der durch seinen abenteuerlichen Lebenswandel stets in lebensbedrohliche Situationen geriet. Immer wieder fanden sich Freunde aus dem literarischen Umfeld, die ihn unterstützen konnten.","47; 52; 486","Peter Hille"
"ansorge_p_330","Hiller","Ferdinand","1811","1885","Dt. Pianist, Dirigent, Komponist und Musikpädagoge.","67; 98","Ferdinand Hiller"
"ansorge_p_331","Hilpert","Bruno","1850","1916","Dt. Dirigent und Komponist, Bruder des Cellisten Kasimir Wilhelm Friedrich H. (1841–1896). 124 Himmelstoß, Richard (1843–?). Dt. Geiger, Schüler Joachims. 1859–1871 Mitglied der Hofkapelle Sondershausen, spätestens ab Mitte der 1880er Jahre Konzertmeister in Breslau. 94, 107 Hinze-Reinhold, Bruno (1877–1964). Dt. Pianist, 1916–1933 mit kurzer Unterbrechung Direktor der Großherzogl. Musikschule Weimar. 160 Hirschberg, Walt(h)er (Rudolf) (1889–1960). Dt. Musikkritiker und Komponist, leitete die Musikzeitschrift Signale für die musikalische Welt bis 1933.","212","Bruno Hilpert"
"ansorge_p_332","Höflich","Lucie","1883","1956","Dt. Schauspielerin, die von 1903 bis 1932 an Berliner Theatern engagiert war. Sie gehörte zusammen mit ihrem Mann, dem Kunsthistoriker Dr. Georg Anton Mayer (verh. v. 1910–1917) zum engsten Kreis der Kunstfreunde im Gut Neu-Kladow.","54","Lucie Höflich"
"ansorge_p_333","Hoffmann","Gustav","1820","1900","Dt. Gesangspädagoge und Liederkomponist.","79","Gustav Hoffmann"
"ansorge_p_334","Hoffmann","Karel","1872","1936","Tschech. Geiger und Primarius des →Böhmischen Streichquartetts, das er mit seinen Studienkollegen Josef Suk, Oskar Nedbal und Otakar Berger 1891 gegründet hatte. Er unterrichtete am Prager Konservatorium, der traditionellen Musikhochschule, deren deutschsprachige Mitglieder sich nach dem I. Weltkrieg in der Deutschen Akademie für Musik und darstellende Kunst ausgliederten.","139","Karel Hoffmann"
"ansorge_p_335","Hoffmann","Paul","1865","1940","Dt. Organist.","203","Paul Hoffmann"
"ansorge_p_336","Hoffmann","Rudolf Stephan","1878","","Österr. Arzt, Pianist, Musikschriftsteller und als Komponist Schüler von →Alexander Zemlinsky, der als Redakteur der Musikzeitschrift Anbruch das Wiener Musikleben begleitete und zeitweilig auch Schrekers Philharmonischen Chor leitete. (Siehe dazu: Hans Ferdinand Redlich. „Wien. Das 20. Jahrhundert“ in: 1MGG, Bd. 14, Sp. 619)","; ; 433; 585; 589; ","Rudolf Stephan Hoffmann"
"ansorge_p_337","Hofmann","Eleonore von Kekulé","1878","1968","Dt. Adelige, verh. mit und Cousine von Ludwig von Hofmann, findet sich im Umfeld →H. Graf Kesslers.","","Eleonore von Kekulé Hofmann"
"ansorge_p_338","Hofmann","Ludwig von","1861","1945","Dt. Maler und Grafiker, Sohn des preußischen Ministerpräsidenten Karl Hofmann, lebte und arbeitete hauptsächlich in Rom, ab 1898 verh. mit Eleonore Kekulé von Stradonitz, 1903 als Professor an die großherzogliche Kunstschule in Weimar berufen.","283","Ludwig von Hofmann"
"ansorge_p_339","Hofmann","Heinrich","1842","1902","Dt. Komponist und Pianist. Seine „Frithjof-Sinfonie“ (1874?) war einige Jahre lang hindurch eines der meistgespielten Orchesterwerke in deutschen Konzertsälen.","72; ","Heinrich Hofmann"
"ansorge_p_340","Hollaender","Alexis","1840","1924","Schles. Komponist und Dirigent, arrangierte u. a. 4 Stücke aus Schumanns op. 56 für Klaviertrio.","117","Alexis Hollaender"
"ansorge_p_341","Holländisches Streichquartett. Bestehend aus →Joseph M. van Veen","","","","","30; ; 133; 135; 326; 336; 341; 403; 406; 427; 496; 565; ; 582; 587; 590; 594; 603; ; 624; 627; ; ; 664","Holländisches Streichquartett. Bestehend aus →Joseph M. van Veen"
"ansorge_p_342","Holz","Arno","1863","1929","Dt. Dichter und Dramatiker, dessen Gedichte in kunstvollem Zentralsatz eine Richtung des Jugendstils prägen sollten. „Traumulus“ (Tragische Komödie von Arno Holz und Oskar Jerschke) wurde am 11. Februar 1905 im Wiener Burgtheater uraufgeführt.","52; 134; 240; 253; 282; 416; 421; 426; 465; 481; 492; 497; ; 598; 606; 614; 638; 644; 656; 662","Arno Holz"
"ansorge_p_343","Hopf","Hermann","1871","","Dt. Cellist.","175; 669","Hermann Hopf"
"ansorge_p_344","Horn","Camillo","1860","1941","Böhm. Komponist, studierte zunächst in Prag, später bei Bruckner in Wien, unterrichtete am Piaristengymnasium, später an der Musikakademie, war Musikkritiker beim Deutschen Volksblatt, Leiter des „Haydn-Vereins“, komponierte Symphonien, Kammermusik, Chormusik u. v. a.","536","Camillo Horn"
"ansorge_p_345","Horneffer","Ernst","1871","1954","Dt. Philologe und Philosoph, arbeitete ab 1899 im Nietzsche-Archiv und wurde 1920 Professor für Philosophie in Gießen. 133, 425f, 590 Horst, Carita von (geb. Carita Helena Padella) (1871–?). US-amerik. Sängerin, Pianistin, Gesangspädagogin und Komponistin. 152 Horwitz, Carl (1884–1925). Österr. Komponist, →Schönberg- und →Zemlinsky-Schüler, eng befreundet mit →Anton von Webern, mit dem er gemeinsam 1904 kurzfristig zum Studium bei Hans Pfitzner nach Berlin aufbrach. Er promovierte 1906 bei →Guido Adler in Musikwissenschaft, heiratete 1908 Maria Kochem, wirkte als Kapellmeister an verschiedenen Theatern, von 1911 bis 1914 unter Zemlinsky am Neuen Deutschen Theater in Prag. Er komponierte Kammermusik und Lieder sowie einen Orchesterlieder-Zyklus „Vom Tode“ im Gedenken an Gustav Mahler. 1924 verlor er sein Gehör und verstarb im Jahr darauf.","337; 389; 443; 602; 628; 632; 640; 642","Ernst Horneffer"
"ansorge_p_346","Hoyos","Eleonore Ida Maria Paar","1835","1913",", sie war die Gattin von Ernst Karl („der Ältere“) Heinrich Graf Hoyos (1830–1903), der als Mitglied des Reichsrats auch führend an der Neugestaltung des Wiener Stadtbildes mitwirkte.","489; 507; 509","Eleonore Ida Maria Paar Hoyos"
"ansorge_p_347","Hrdlicka-Löscher","Josa","1875","","Österr. Pianistin, unterrichtete zumindest von 1912–1915 an der Wiener Musik-Akademie (vgl. den Hinweis aus dem Personalakt Walther Gmeindl, Archiv der Universität für Musik und darstellende Kunst Wien).","421; 578","Josa Hrdlicka-Löscher"
"ansorge_p_348","Hubay von Szalatna","Jenő","1858","1937","Ung. Geiger, Komponist und Pädagoge; Schüler Joachims, Professor in Brüssel und Budapest. 123 Huber, (Gustav) Adolf (1872–1946). Dt. Dirigent, Komponist und Musikpädagoge, Violinschüler Halirs und Brodskys, übernahm 1910 für zehn Jahre die Leitung des Magdeburger Orchestervereins.","169","Jenő Hubay von Szalatna"
"ansorge_p_349","Huberman","Bronis aw","1882","1947","Poln. Violinvirtuose, Schüler Joseph Joachims und einer der charismatischsten Kämpfer gegen den Nationalsozialismus, führend in der Fluchthilfe für Emigranten in New York tätig, setzte er sich auch für die Gründung eines palästinensischen Orchesters und des Staates Israel ein.","60","Bronis aw Huberman"
"ansorge_p_350","Hübner","Josef","","","Dt.? Pianist, Liedbegleiter George Walters in Berlin, mit Ansorge befreundet, Mitglied des Ansorge-Vereins.","; 475; 478; ; 492; ; 503; 553; 627","Josef Hübner"
"ansorge_p_351","Hufeld","Albert","1876","","Dt. Pianist.","159; 197; 660","Albert Hufeld"
"ansorge_p_352","Hussa","Maria","","1980","Österr. Sängerin (Sopran), Schülerin von Elise Elizza und Arnold Greve, ihrem späteren Ehemann. Engagements in Wien, Graz, Prag, Hamburg und Berlin. In den 1930er Jahren emigrierte sie in die USA, wo sie später in Chicago ein Gesangsstudio leitete. 218 Hutter, Hermann (1848–1926). Dt. Komponist und Major.","97; 108","Maria Hussa"
"ansorge_p_353","Isenmann","Carl","","1889","Dt. (Männerchor-)Komponist und Kapellmeister.","79; 114","Carl Isenmann"
"ansorge_p_354","Jahrow","Alfred","","","Dt. Militärkapellmeister und Komponist.","69","Alfred Jahrow"
"ansorge_p_355","Jahrow","Hubert","1881","","Dt. Cellist.","152","Hubert Jahrow"
"ansorge_p_356","Januschowsky","Georgine von","","1914","Mähr. Sängerin (dram. Sopran), kam mehrmals im Laufe ihrer Karriere in die USA, auch an die Metropolitan Opera in New York. 88 Jensen, Adolf (1837–1879). Dt. Komponist und Kapellmeister, war während seiner vier letzten Lebensjahre in Baden-Baden eng mit Johannes Brahms befreundet. 66, 72, 101, 103, 146 Jentsch, Max(imilian Karl) (1855–1918). Dt. Pianist und Komponist, unterrichtete seit 1899 in Wien.","133; ","Georgine von Januschowsky"
"ansorge_p_357","Johannsen","Heinrich","1864","1947","Dt. Komponist und Dirigent, 1909–1913 kgl. Musikdirektor in Kiel. 154f Jordan, Sverre (1889–1972). Norweg. Pianist, Komponist und Chorleiter. Schüler Ansorges.","684","Heinrich Johannsen"
"ansorge_p_358","Joseffy","Rafael","1842","1915","Ung. Pianist, war 1870/71 Schüler Liszts und unterrichtete von 1888–1906 am National Conservatory in New York City.","12; ; ; ; ; 234","Rafael Joseffy"
"ansorge_p_360","Juel","Dagny","1867","1901","Norweg. Schriftstellerin und Muse der Berliner Bohème, die 1892/93 in Berlin Musik zu studieren begonnen hatte und 1893 →Stanislaw Przybyszewski heiratete. Die beiden Kinder Zenon (1895) und Iwa (1897) wurden in Berlin geboren, bevor das Ehepaar 1898 nach Krakau übersiedelte. Beide gingen bald getrennte Wege, Dagny wurde 1901 in Georgien von einem Freund erschossen. Dagny Juel und →Margarethe Ansorge waren befreundet und schätzten einander sehr. In der Beschreibung Margarethe Ansorges aus dem Jahr 1895 hieß es:„Ducha ist entzückend, sie müßte weiße Lilien in den Händen tragen, dann wäre sie das vollendete Symbol der Verklärtheit, […] ich sah sie immer als singenden Engel vor mir, selbst mit der Zigarette im Mund. Sie raucht aber auch so sphärenhaft, die kleinen blauen Ringe schweben ihr wie Heiligenscheine zwischen den Lippen hervor.“ (Undatierter Brief an Ida Auerbach(-Dehmel) vom Frühjahr 1895, DA A278/3, Hamburg)","253; 260","Dagny Juel"
"ansorge_p_361","Jüptner v. Jonstorff","Baronin Eugenie","","","Dame der Wiener Gesellschaft, vermutlich eine Verwandte von Hans J. v. J. (1853–1941), Chemiker und Professor an der Technischen Hochschule Wien, der ein „Compendium der Eisenhüttenkunde“. Wien 1896, veröffentlichte, bzw. des Wiener Sektionschefs Anton Karl Friedrich Frh. J. v. J.","399; 463; 477; 480","Baronin Eugenie Jüptner v. Jonstorff"
"ansorge_p_362","Juht","Ludvig","1894","1957","Estn. Kontrabassist, emigrierte nach Engagements in Helsinki und als reisender Virtuose 1934 in die USA und war dort bis zu seinem Tod Mitglied des Boston Symphony Orchestra. 205 Justi, Ludwig (1876–1957). Dt. Kunstwissenschaftler, von 1909 bis 1933 Direktor der Nationalgalerie Berlin. Neffe des Kunsthistorikers und Philosophen Carl Justi (1832–1912).","168","Ludvig Juht"
"ansorge_p_363","Kadelburg","Gustav","1851","1925","Österr-Ung. Theaterautor, u. a. war er der Verfasser des Librettos zum „Weißen Rössl“. 487 Kähler, Willibald (1866–1938). Dt. Dirigent und Komponist, 1899–1906 Direktor am Nationaltheater Mannheim, 1906–1931 Hofkapellmeister in Schwerin.","111","Gustav Kadelburg"
"ansorge_p_364","Kämpf","Karl","1874","1950","Dt. Komponist, Dirigent, Klavier- und Harmoniumspieler.","127","Karl Kämpf"
"ansorge_p_365","Kahler","Erich v.","1885","1970","Österr. Dichter und Soziologe aus Prag, der seit der Übersiedlung der Eltern nach Wien im Jahr 1900 schon als Jugendlicher Gedichtsammlungen veröffentlichte: Syrinx. Gedichte. (Leipzig: Hegner 1903); Die Brücke der Iris. Gedichte. (Berlin: Schuster & Löffler 1905). Nach der erzwungenen Emigration lehrte er u. a. an der Cornell University Deutsche Literatur.","337; 389; 428; 617","Erich v. Kahler"
"ansorge_p_366","Kahler","Rudolf v.","1852","1932","Böhm. Industrieller, Vater des Soziologen Erich von Kahler. Er erwies sich dem Ansorge-Verein gegenüber als großzügiger Spender (vgl. dazu Wymetals Briefe Nr. 77 vom 25.02.1905, sowie Nr. 78 vom 23.03.1905).","640; 642","Rudolf v. Kahler"
"ansorge_p_367","Kahn","Robert","1865","1951","Dt. Komponist.","113","Robert Kahn"
"ansorge_p_368","Kainz","Josef","1858","1910","Österr.-ung. Schauspieler. Zunächst im slowenischen Marburg tätig, danach in Leipzig, Meiningen, München und Berlin engagiert, ab 1899 am Wiener Burgtheater. In erster Ehe verh. mit der Deutsch-Amerikanerin Sarah Hutzler, führte ihn eine längere Tournee 1891 nach Amerika, wo er Ansorge (Aufenthalt von Jänner 1888–April 1891) begegnete.","389; 433; 462; 619; 627; 630; 632","Josef Kainz"
